user_id,country,plan,signup_date,source,mrr_usd,churn_risk_score,features_count
USR-10794,República Dominicana,Free,2025-10-30,Partner_Accountant,0,0.52,2
USR-10795,México,Pyme,2025-12-13,Partner_Accountant,21,0.25,4
USR-10796,República Dominicana,Pro,2025-10-28,Organic,63,0.1,7
USR-10797,México,Pyme,2025-10-10,Partner_Accountant,20,0.23,4
USR-10798,Colombia,Pro,2025-09-25,Social,61,0.18,3
USR-10799,Colombia,Free,2026-02-08,Partner_Accountant,0,0.61,1
USR-10800,México,Free,2026-03-01,Partner_Accountant,0,0.6,2
USR-10801,México,Pyme,2025-11-18,Partner_Accountant,17,0.37,2
USR-10802,México,Pro,2025-08-24,Organic,69,0.24,7
USR-10803,Colombia,Free,2026-02-24,Organic,0,0.44,3
USR-10804,Colombia,Free,2025-09-24,Organic,0,0.54,3
USR-10805,Costa Rica,Free,2026-02-12,Partner_Accountant,0,0.93,1
USR-10806,República Dominicana,Plus,2025-10-03,Organic,129,0.13,9
USR-10807,Costa Rica,Pyme,2025-09-08,Referral,15,0.22,2
USR-10808,Costa Rica,Pyme,2025-11-25,Social,16,0.22,4
USR-10809,Costa Rica,Pyme,2025-11-03,Social,22,0.17,4
USR-10810,Colombia,Free,2025-10-28,Paid,0,0.44,3
USR-10811,México,Pyme,2025-12-22,Referral,20,0.26,3
USR-10812,Costa Rica,Pro,2025-11-17,Social,68,0.08,7
USR-10813,México,Pyme,2026-02-15,Partner_Accountant,21,0.47,2
USR-10814,Colombia,Free,2026-03-01,Partner_Accountant,0,0.64,1
USR-10815,Colombia,Pyme,2026-02-27,Organic,26,0.13,4
USR-10816,Colombia,Free,2026-02-06,Partner_Accountant,0,0.68,2
USR-10817,República Dominicana,Free,2025-07-24,Paid,0,0.4,2
USR-10818,República Dominicana,Pro,2025-10-14,Organic,35,0.12,7
USR-10819,Colombia,Free,2025-08-09,Organic,0,0.45,2
USR-10820,México,Free,2026-02-07,Organic,0,0.37,3
USR-10821,México,Pro,2025-10-03,Partner_Accountant,69,0.07,6
USR-10822,Colombia,Free,2025-12-16,Organic,0,0.69,2
USR-10823,Colombia,Free,2026-01-08,Paid,0,0.88,1
USR-10824,Colombia,Pyme,2026-01-24,Paid,19,0.1,5
USR-10825,Costa Rica,Free,2025-07-19,Referral,0,0.63,3
USR-10826,Colombia,Pyme,2025-10-09,Social,29,0.21,3
USR-10827,Colombia,Pyme,2025-11-21,Paid,17,0.21,4
USR-10828,México,Pyme,2026-01-31,Partner_Accountant,33,0.22,3
USR-10829,Colombia,Free,2025-11-09,Paid,0,0.67,1
USR-10830,Costa Rica,Pyme,2025-09-06,Paid,34,0.23,3
USR-10831,República Dominicana,Pro,2025-08-22,Partner_Accountant,75,0.17,4
USR-10832,Panamá,Pro,2025-07-01,Social,47,0.1,6
USR-10833,Costa Rica,Free,2025-09-10,Partner_Accountant,0,0.67,2
USR-10834,México,Free,2025-12-07,Paid,0,0.68,1
USR-10835,Colombia,Pyme,2025-08-08,Partner_Accountant,15,0.19,4
USR-10836,Colombia,Pro,2025-10-26,Organic,45,0.22,4
USR-10837,México,Pyme,2026-02-13,Organic,27,0.26,2
USR-10838,Colombia,Free,2025-10-08,Referral,0,0.54,2
USR-10839,Colombia,Free,2025-09-02,Paid,0,0.56,3
USR-10840,México,Pyme,2026-02-18,Partner_Accountant,28,0.28,4
USR-10841,Costa Rica,Plus,2026-01-11,Paid,95,0.07,4
USR-10842,Colombia,Free,2025-08-29,Referral,0,0.68,3
USR-10843,Colombia,Free,2025-08-15,Partner_Accountant,0,0.51,3
USR-10844,México,Free,2025-07-15,Referral,0,0.65,1
USR-10845,México,Free,2025-10-27,Partner_Accountant,0,0.56,3
USR-10846,México,Pyme,2025-11-18,Partner_Accountant,32,0.18,5
USR-10847,México,Pyme,2025-10-04,Paid,15,0.24,3
USR-10848,México,Free,2025-07-05,Organic,0,0.59,2
USR-10849,Panamá,Free,2025-12-11,Organic,0,0.76,1
USR-10850,Costa Rica,Free,2026-01-27,Paid,0,0.62,1
USR-10851,Panamá,Free,2025-08-07,Social,0,0.68,1
USR-10852,México,Free,2025-09-27,Partner_Accountant,0,0.53,2
USR-10853,México,Pyme,2026-01-08,Referral,33,0.23,3
USR-10854,Colombia,Free,2025-07-04,Organic,0,0.47,3
USR-10855,Colombia,Pyme,2025-10-28,Organic,20,0.39,2
USR-10856,México,Pyme,2026-01-06,Social,25,0.25,3
USR-10857,Colombia,Pyme,2026-01-02,Referral,27,0.11,4
USR-10858,México,Pro,2025-09-23,Paid,40,0.13,4
USR-10859,Panamá,Free,2026-02-11,Organic,0,0.75,1
USR-10860,México,Free,2025-09-22,Organic,0,0.63,1
USR-10861,México,Pyme,2026-01-20,Organic,35,0.21,2
USR-10862,República Dominicana,Free,2025-09-18,Organic,0,0.63,3
USR-10863,Colombia,Free,2025-07-19,Partner_Accountant,0,0.81,1
USR-10864,República Dominicana,Pyme,2025-08-27,Referral,24,0.29,4
USR-10865,Colombia,Free,2025-08-08,Organic,0,0.91,1
USR-10866,Colombia,Pro,2025-09-24,Paid,72,0.23,6
USR-10867,Costa Rica,Free,2025-10-27,Partner_Accountant,0,0.86,1
USR-10868,Colombia,Plus,2025-12-27,Referral,96,0.27,6
USR-10869,Costa Rica,Free,2025-11-01,Organic,0,0.84,1
USR-10870,México,Pyme,2025-11-29,Partner_Accountant,34,0.06,5
USR-10871,México,Free,2025-11-29,Paid,0,0.57,2
USR-10872,Colombia,Free,2025-08-31,Partner_Accountant,0,0.88,1
USR-10873,Costa Rica,Plus,2026-02-08,Organic,81,0.19,7
USR-10874,República Dominicana,Pyme,2025-08-22,Social,20,0.3,4
USR-10875,Colombia,Free,2025-09-25,Partner_Accountant,0,0.49,2
USR-10876,Colombia,Free,2025-11-17,Partner_Accountant,0,0.65,1
USR-10877,República Dominicana,Free,2026-01-10,Social,0,0.34,2
USR-10878,México,Pyme,2025-12-26,Referral,17,0.06,5
USR-10879,Costa Rica,Free,2025-11-30,Partner_Accountant,0,0.52,3
USR-10880,Costa Rica,Free,2026-01-27,Paid,0,0.93,1
USR-10881,República Dominicana,Pro,2025-09-10,Social,61,0.06,7
USR-10882,Costa Rica,Free,2026-01-21,Organic,0,0.6,2
USR-10883,Panamá,Pro,2026-02-18,Referral,54,0.12,6
USR-10884,Panamá,Pro,2025-09-24,Organic,46,0.23,3
USR-10885,Panamá,Free,2025-09-08,Referral,0,0.38,3
USR-10886,Panamá,Pyme,2025-09-07,Referral,22,0.2,5
USR-10887,Colombia,Plus,2026-01-04,Partner_Accountant,92,0.23,5
USR-10888,México,Plus,2025-11-10,Paid,100,0.06,10
USR-10889,México,Free,2025-10-24,Partner_Accountant,0,0.49,2
USR-10890,México,Free,2025-11-19,Social,0,0.4,2
USR-10891,Colombia,Pyme,2026-02-12,Organic,18,0.17,4
USR-10892,Colombia,Free,2025-09-17,Organic,0,0.34,3
USR-10893,México,Pro,2025-11-04,Referral,62,0.11,3
USR-10894,Colombia,Plus,2025-12-31,Referral,102,0.28,5
USR-10895,Colombia,Free,2026-01-08,Referral,0,0.37,2
USR-10896,Costa Rica,Free,2025-09-23,Paid,0,0.47,3
USR-10897,República Dominicana,Plus,2025-12-18,Referral,97,0.17,10
USR-10898,México,Pyme,2026-02-14,Partner_Accountant,28,0.15,3
USR-10899,Costa Rica,Pyme,2025-08-25,Partner_Accountant,29,0.28,5
USR-10900,Colombia,Pyme,2025-08-28,Social,32,0.18,5
USR-10901,Colombia,Pyme,2025-09-05,Organic,25,0.26,3
USR-10902,Colombia,Pyme,2025-12-10,Paid,32,0.24,5
USR-10903,Costa Rica,Pyme,2025-08-18,Organic,30,0.13,4
USR-10904,México,Free,2025-11-16,Partner_Accountant,0,0.63,3
USR-10905,México,Pyme,2025-07-13,Organic,15,0.18,5
USR-10906,México,Free,2025-08-13,Paid,0,0.46,3
USR-10907,República Dominicana,Free,2025-12-10,Partner_Accountant,0,0.69,1
USR-10908,Costa Rica,Free,2026-02-13,Referral,0,0.52,2
USR-10909,República Dominicana,Free,2025-10-11,Partner_Accountant,0,0.55,3
USR-10910,Colombia,Free,2026-02-11,Organic,0,0.34,3
USR-10911,Panamá,Pyme,2026-02-28,Organic,26,0.13,3
USR-10912,México,Pyme,2025-09-13,Paid,31,0.31,2
USR-10913,Panamá,Free,2025-10-28,Social,0,0.84,1
USR-10914,Colombia,Free,2026-01-12,Organic,0,0.65,2
USR-10915,Costa Rica,Free,2025-10-25,Partner_Accountant,0,0.54,3
USR-10916,Panamá,Free,2025-07-09,Paid,0,0.34,2
USR-10917,República Dominicana,Pyme,2026-02-19,Organic,20,0.3,2
USR-10918,México,Free,2025-09-24,Partner_Accountant,0,0.68,2
USR-10919,República Dominicana,Free,2025-09-27,Partner_Accountant,0,0.62,2
USR-10920,Colombia,Free,2025-11-13,Organic,0,0.37,3
USR-10921,Colombia,Free,2025-07-20,Paid,0,0.68,3
USR-10922,México,Free,2026-01-19,Paid,0,0.75,1
USR-10923,Panamá,Pro,2026-02-12,Organic,58,0.07,6
USR-10924,México,Free,2025-11-02,Partner_Accountant,0,0.42,3
USR-10925,México,Pyme,2025-09-15,Organic,22,0.11,3
USR-10926,República Dominicana,Free,2025-11-07,Partner_Accountant,0,0.53,3
USR-10927,México,Pyme,2026-02-27,Referral,35,0.12,5
USR-10928,República Dominicana,Pro,2026-01-19,Referral,46,0.25,3
USR-10929,México,Pyme,2025-10-30,Social,19,0.1,5
USR-10930,Costa Rica,Pyme,2025-11-21,Partner_Accountant,15,0.19,4
USR-10931,México,Free,2025-07-24,Partner_Accountant,0,0.55,2
USR-10932,Costa Rica,Free,2026-02-11,Partner_Accountant,0,0.69,2
USR-10933,México,Free,2026-01-14,Referral,0,0.49,3
USR-10934,Costa Rica,Free,2025-07-30,Social,0,0.83,1
USR-10935,Costa Rica,Pro,2026-02-28,Organic,59,0.12,3
USR-10936,Costa Rica,Plus,2025-12-08,Partner_Accountant,122,0.16,5
USR-10937,Colombia,Free,2026-01-21,Organic,0,0.53,2
USR-10938,Colombia,Plus,2025-09-06,Partner_Accountant,100,0.14,5
USR-10939,Panamá,Plus,2025-07-21,Partner_Accountant,75,0.17,7
USR-10940,México,Free,2025-09-14,Partner_Accountant,0,0.7,2
USR-10941,Colombia,Pyme,2025-08-06,Organic,29,0.26,3
USR-10942,Colombia,Pyme,2026-02-24,Paid,28,0.16,4
USR-10943,México,Free,2025-10-24,Referral,0,0.48,3
USR-10944,México,Pro,2025-07-04,Partner_Accountant,35,0.22,7
USR-10945,México,Pro,2025-11-24,Organic,55,0.2,6
USR-10946,República Dominicana,Pyme,2026-01-01,Referral,34,0.23,4
USR-10947,México,Pro,2025-12-25,Social,63,0.17,5
USR-10948,República Dominicana,Pyme,2025-12-04,Referral,32,0.23,3
USR-10949,Panamá,Free,2025-09-20,Partner_Accountant,0,0.32,3
USR-10950,México,Pyme,2025-11-23,Partner_Accountant,16,0.24,3
USR-10951,México,Free,2026-01-28,Organic,0,0.62,3
USR-10952,Colombia,Free,2025-12-22,Organic,0,0.67,2
USR-10953,México,Pyme,2025-08-26,Partner_Accountant,25,0.23,2
USR-10954,México,Pyme,2026-03-01,Social,32,0.05,4
USR-10955,Colombia,Free,2025-09-24,Partner_Accountant,0,0.89,1
USR-10956,Colombia,Free,2026-01-28,Organic,0,0.73,1
USR-10957,México,Pro,2025-08-30,Referral,63,0.22,3
USR-10958,República Dominicana,Free,2025-11-13,Paid,0,0.54,2
USR-10959,México,Free,2025-11-20,Referral,0,0.8,1
USR-10960,México,Free,2026-01-14,Paid,0,0.41,2
USR-10961,México,Plus,2025-09-10,Partner_Accountant,118,0.13,9
USR-10962,Colombia,Free,2026-01-28,Partner_Accountant,0,0.6,1
USR-10963,México,Pyme,2026-01-05,Paid,20,0.2,4
USR-10964,República Dominicana,Pro,2025-10-14,Paid,35,0.29,5
USR-10965,Colombia,Free,2026-02-01,Organic,0,0.6,3
USR-10966,República Dominicana,Pyme,2025-08-12,Organic,30,0.44,2
USR-10967,República Dominicana,Free,2025-11-01,Partner_Accountant,0,0.55,3
USR-10968,República Dominicana,Free,2025-07-14,Organic,0,0.66,1
USR-10969,Colombia,Pro,2026-02-23,Partner_Accountant,72,0.09,3
USR-10970,República Dominicana,Pro,2025-11-27,Partner_Accountant,75,0.27,4
USR-10971,Colombia,Plus,2025-08-01,Paid,138,0.19,5
USR-10972,México,Pro,2025-07-01,Referral,71,0.17,6
USR-10973,Colombia,Free,2026-01-09,Partner_Accountant,0,0.38,2
USR-10974,México,Pro,2025-10-28,Partner_Accountant,67,0.1,7
USR-10975,México,Pro,2025-11-24,Partner_Accountant,42,0.27,3
USR-10976,México,Pro,2025-11-28,Partner_Accountant,36,0.18,5
USR-10977,México,Free,2025-12-10,Paid,0,0.64,1
USR-10978,Panamá,Pyme,2025-08-05,Partner_Accountant,16,0.32,2
USR-10979,República Dominicana,Pyme,2025-12-17,Partner_Accountant,31,0.12,3
USR-10980,México,Pro,2026-01-15,Partner_Accountant,41,0.25,5
USR-10981,México,Free,2025-08-19,Partner_Accountant,0,0.88,1
USR-10982,México,Free,2025-11-27,Partner_Accountant,0,0.64,1
USR-10983,Panamá,Pyme,2025-10-08,Referral,24,0.47,2
USR-10984,Panamá,Pyme,2025-08-11,Paid,30,0.07,5
USR-10985,República Dominicana,Plus,2025-09-05,Paid,75,0.05,5
USR-10986,Colombia,Free,2025-12-21,Paid,0,0.4,2
USR-10987,México,Free,2025-07-16,Organic,0,0.61,1
USR-10988,México,Free,2025-09-09,Paid,0,0.52,2
USR-10989,México,Free,2026-01-01,Organic,0,0.5,2
USR-10990,República Dominicana,Free,2026-01-25,Social,0,0.38,2
USR-10991,Colombia,Pyme,2026-02-06,Paid,31,0.08,5
USR-10992,Costa Rica,Pyme,2025-09-29,Organic,33,0.06,3
USR-10993,México,Free,2025-07-30,Organic,0,0.67,2
USR-10994,Colombia,Pro,2026-01-27,Referral,75,0.25,7
USR-10995,México,Pyme,2025-10-15,Organic,27,0.09,4
USR-10996,República Dominicana,Pyme,2025-12-24,Organic,31,0.44,2
USR-10997,Costa Rica,Pro,2025-08-05,Social,48,0.08,3
USR-10998,Costa Rica,Pyme,2026-02-24,Organic,32,0.27,4
USR-10999,Panamá,Pyme,2026-02-03,Partner_Accountant,17,0.24,4
USR-11000,México,Plus,2025-07-16,Referral,144,0.22,4
USR-11001,República Dominicana,Pyme,2025-11-08,Social,30,0.17,3
USR-11002,República Dominicana,Free,2025-09-29,Organic,0,0.75,1
USR-11003,México,Pyme,2025-11-02,Organic,24,0.08,3
USR-11004,México,Free,2025-12-02,Organic,0,0.59,3
USR-11005,Colombia,Free,2025-07-27,Referral,0,0.63,2
USR-11006,México,Pyme,2025-08-26,Partner_Accountant,23,0.08,3
USR-11007,México,Pyme,2025-07-17,Partner_Accountant,17,0.22,3
USR-11008,México,Free,2025-10-13,Referral,0,0.92,1
USR-11009,Colombia,Free,2025-07-06,Partner_Accountant,0,0.4,2
USR-11010,Costa Rica,Pyme,2026-01-18,Paid,33,0.47,2
USR-11011,República Dominicana,Pyme,2025-11-17,Referral,35,0.45,2
USR-11012,México,Pro,2025-08-27,Organic,74,0.2,6
USR-11013,Costa Rica,Free,2025-09-19,Referral,0,0.64,3
USR-11014,Colombia,Free,2025-10-17,Referral,0,0.43,3
USR-11015,Colombia,Pyme,2025-07-02,Paid,16,0.06,4
USR-11016,México,Pyme,2026-01-19,Organic,28,0.33,2
USR-11017,México,Pro,2025-09-20,Paid,47,0.27,7
USR-11018,Colombia,Plus,2026-02-05,Paid,97,0.22,5
USR-11019,Panamá,Free,2026-02-04,Social,0,0.6,3
USR-11020,México,Pyme,2025-08-20,Referral,17,0.08,4
USR-11021,Colombia,Free,2025-09-03,Organic,0,0.72,1
USR-11022,Costa Rica,Pyme,2025-09-28,Referral,35,0.08,4
USR-11023,Colombia,Free,2025-09-04,Social,0,0.65,3
USR-11024,República Dominicana,Pyme,2025-12-05,Partner_Accountant,30,0.12,5
USR-11025,Costa Rica,Pro,2025-07-04,Paid,69,0.26,3
USR-11026,Panamá,Free,2026-01-29,Referral,0,0.3,2
USR-11027,México,Pyme,2025-07-18,Referral,28,0.12,4
USR-11028,México,Pyme,2025-07-28,Partner_Accountant,15,0.34,2
USR-11029,República Dominicana,Pro,2025-10-17,Referral,68,0.17,4
USR-11030,Colombia,Pro,2025-12-01,Partner_Accountant,59,0.19,4
USR-11031,Panamá,Pyme,2025-10-09,Referral,20,0.23,3
USR-11032,Colombia,Free,2025-07-05,Partner_Accountant,0,0.35,2
USR-11033,República Dominicana,Pyme,2025-11-01,Partner_Accountant,27,0.31,2
USR-11034,Colombia,Pyme,2025-12-14,Social,22,0.33,2
USR-11035,Colombia,Free,2025-11-28,Partner_Accountant,0,0.86,1
USR-11036,Costa Rica,Pyme,2025-10-03,Organic,23,0.06,5
USR-11037,Colombia,Free,2026-02-01,Organic,0,0.34,2
USR-11038,México,Pyme,2026-01-14,Organic,32,0.14,5
USR-11039,México,Pyme,2025-07-31,Partner_Accountant,30,0.31,2
USR-11040,Colombia,Pyme,2025-12-25,Paid,34,0.33,2
USR-11041,México,Pyme,2025-10-06,Partner_Accountant,15,0.48,2
USR-11042,México,Plus,2025-11-02,Organic,86,0.12,9
USR-11043,República Dominicana,Free,2026-01-27,Organic,0,0.43,2
USR-11044,Colombia,Pro,2025-07-01,Referral,36,0.15,3
USR-11045,Costa Rica,Plus,2026-02-21,Referral,116,0.23,9
USR-11046,Costa Rica,Pro,2026-01-25,Organic,55,0.26,6
USR-11047,Costa Rica,Pyme,2025-12-30,Paid,25,0.15,3
USR-11048,Colombia,Plus,2025-10-14,Partner_Accountant,140,0.07,5
USR-11049,México,Pyme,2026-02-14,Organic,24,0.16,5
USR-11050,Costa Rica,Plus,2025-11-18,Referral,115,0.16,10
USR-11051,Colombia,Pyme,2026-01-04,Partner_Accountant,15,0.17,3
USR-11052,Costa Rica,Pro,2025-10-08,Paid,46,0.13,3
USR-11053,Costa Rica,Pyme,2026-02-16,Organic,25,0.46,2
USR-11054,Colombia,Free,2026-02-24,Partner_Accountant,0,0.31,2
USR-11055,República Dominicana,Pro,2025-11-18,Referral,57,0.3,5
USR-11056,Colombia,Free,2025-08-24,Organic,0,0.52,3
USR-11057,Costa Rica,Pyme,2025-11-17,Organic,26,0.14,4
USR-11058,México,Pyme,2026-01-28,Social,32,0.27,5
USR-11059,Costa Rica,Free,2025-10-26,Paid,0,0.36,2
USR-11060,Panamá,Free,2025-10-09,Organic,0,0.37,2
USR-11061,República Dominicana,Free,2025-09-17,Partner_Accountant,0,0.8,1
USR-11062,México,Pyme,2025-07-02,Paid,35,0.27,5
USR-11063,Panamá,Plus,2026-01-10,Referral,144,0.13,7
USR-11064,Panamá,Pro,2025-08-02,Partner_Accountant,63,0.23,3
USR-11065,México,Pyme,2025-07-18,Partner_Accountant,26,0.24,5
USR-11066,México,Plus,2025-12-24,Organic,146,0.19,8
USR-11067,República Dominicana,Free,2025-11-19,Organic,0,0.56,3
USR-11068,República Dominicana,Pro,2026-02-06,Social,42,0.08,6
USR-11069,República Dominicana,Free,2025-08-19,Paid,0,0.72,1
USR-11070,México,Free,2025-07-15,Social,0,0.44,2
USR-11071,Colombia,Free,2025-08-11,Organic,0,0.45,3
USR-11072,Colombia,Plus,2025-09-02,Organic,83,0.15,8
USR-11073,Colombia,Pyme,2025-10-01,Paid,16,0.29,4
USR-11074,Colombia,Free,2025-08-12,Partner_Accountant,0,0.65,1
USR-11075,Colombia,Plus,2026-01-18,Paid,118,0.29,9
USR-11076,Costa Rica,Pro,2025-09-11,Social,46,0.11,3
USR-11077,Colombia,Pro,2025-12-19,Paid,66,0.27,3
USR-11078,Colombia,Pyme,2026-02-15,Referral,23,0.14,3
USR-11079,República Dominicana,Free,2025-10-19,Partner_Accountant,0,0.72,1
USR-11080,República Dominicana,Free,2026-01-31,Paid,0,0.66,1
USR-11081,Colombia,Plus,2025-10-10,Referral,98,0.3,4
USR-11082,Panamá,Free,2025-09-06,Social,0,0.88,1
USR-11083,Costa Rica,Free,2025-09-18,Paid,0,0.39,3
USR-11084,República Dominicana,Pyme,2025-09-30,Referral,20,0.33,2
USR-11085,Colombia,Pro,2026-01-06,Partner_Accountant,62,0.1,6
USR-11086,México,Free,2025-12-22,Paid,0,0.6,1
USR-11087,México,Free,2025-12-27,Partner_Accountant,0,0.43,3
USR-11088,República Dominicana,Pro,2025-08-17,Organic,64,0.11,3
USR-11089,México,Pyme,2025-08-12,Organic,16,0.23,3
USR-11090,Colombia,Pro,2026-01-17,Partner_Accountant,57,0.09,5
USR-11091,Costa Rica,Pyme,2026-01-17,Partner_Accountant,22,0.07,3
USR-11092,Panamá,Free,2025-12-03,Organic,0,0.73,1
USR-11093,Colombia,Free,2026-02-02,Paid,0,0.69,3
USR-11094,Colombia,Pro,2025-10-31,Partner_Accountant,55,0.3,5
USR-11095,Colombia,Plus,2025-11-22,Partner_Accountant,98,0.26,5
USR-11096,México,Pro,2025-12-13,Organic,69,0.05,5
USR-11097,República Dominicana,Free,2025-10-11,Paid,0,0.56,3
USR-11098,Colombia,Pyme,2026-02-25,Partner_Accountant,35,0.22,2
USR-11099,Colombia,Plus,2026-01-01,Organic,102,0.25,8
USR-11100,Colombia,Pro,2025-12-06,Social,64,0.07,7
USR-11101,México,Pyme,2025-12-14,Partner_Accountant,32,0.08,3
USR-11102,República Dominicana,Pro,2025-08-16,Partner_Accountant,42,0.14,3
USR-11103,México,Pyme,2025-10-31,Social,15,0.15,3
USR-11104,México,Pyme,2026-02-26,Paid,17,0.06,5
USR-11105,México,Plus,2025-07-29,Paid,120,0.06,5
USR-11106,Colombia,Free,2026-02-04,Social,0,0.54,3
USR-11107,República Dominicana,Pro,2025-09-13,Social,54,0.19,3
USR-11108,Costa Rica,Free,2025-08-27,Referral,0,0.6,2
USR-11109,Colombia,Pyme,2025-08-02,Referral,34,0.29,4
USR-11110,República Dominicana,Pyme,2026-02-04,Paid,31,0.25,4
USR-11111,Costa Rica,Free,2026-01-02,Organic,0,0.65,1
USR-11112,Colombia,Pro,2026-02-07,Organic,56,0.13,5
USR-11113,Colombia,Free,2025-09-05,Paid,0,0.63,1
USR-11114,México,Pro,2025-08-16,Paid,61,0.16,4
USR-11115,México,Pyme,2026-01-22,Partner_Accountant,27,0.41,2
USR-11116,República Dominicana,Plus,2026-01-23,Organic,137,0.1,7
USR-11117,República Dominicana,Pro,2025-08-20,Partner_Accountant,43,0.05,4
USR-11118,Colombia,Pyme,2026-01-04,Paid,18,0.24,4
USR-11119,México,Free,2026-02-17,Organic,0,0.39,3
USR-11120,México,Pyme,2026-01-21,Social,33,0.27,5
USR-11121,México,Pyme,2025-09-05,Paid,28,0.19,4
USR-11122,Costa Rica,Free,2025-12-01,Organic,0,0.41,2
USR-11123,Panamá,Pyme,2025-10-24,Partner_Accountant,33,0.23,2
USR-11124,Colombia,Pyme,2025-11-19,Social,28,0.46,2
USR-11125,Panamá,Pyme,2025-11-28,Paid,34,0.08,4
USR-11126,Colombia,Free,2025-08-08,Partner_Accountant,0,0.84,1
USR-11127,México,Pyme,2025-08-19,Partner_Accountant,21,0.13,3
USR-11128,México,Pyme,2025-09-08,Paid,29,0.43,2
USR-11129,Colombia,Pro,2025-09-04,Paid,46,0.1,6
USR-11130,Colombia,Pro,2025-12-15,Organic,71,0.13,4
USR-11131,República Dominicana,Pyme,2025-09-01,Organic,29,0.06,3
USR-11132,República Dominicana,Free,2026-01-02,Organic,0,0.7,1
USR-11133,Colombia,Pro,2025-12-12,Organic,46,0.24,3
USR-11134,Costa Rica,Pyme,2025-10-11,Referral,24,0.28,2
USR-11135,República Dominicana,Pro,2025-07-11,Partner_Accountant,46,0.24,7
USR-11136,Colombia,Free,2026-01-24,Social,0,0.61,1
USR-11137,Colombia,Pyme,2026-01-20,Referral,18,0.46,2
USR-11138,Panamá,Free,2025-07-25,Partner_Accountant,0,0.32,3
USR-11139,República Dominicana,Free,2025-08-20,Paid,0,0.74,1
USR-11140,Colombia,Free,2025-09-08,Partner_Accountant,0,0.67,3
USR-11141,Colombia,Pyme,2025-10-19,Referral,20,0.27,3
USR-11142,Colombia,Pyme,2025-07-22,Social,31,0.16,5
USR-11143,República Dominicana,Free,2026-02-03,Partner_Accountant,0,0.86,1
USR-11144,México,Free,2026-01-05,Social,0,0.56,2
USR-11145,México,Free,2025-11-15,Partner_Accountant,0,0.82,1
USR-11146,Panamá,Free,2025-12-25,Social,0,0.56,2
USR-11147,Colombia,Pyme,2026-01-27,Social,19,0.09,4
USR-11148,Colombia,Free,2025-10-20,Paid,0,0.53,2
USR-11149,Colombia,Pyme,2025-09-16,Paid,17,0.16,5
USR-11150,Colombia,Pyme,2025-09-16,Referral,18,0.1,3
USR-11151,República Dominicana,Pyme,2025-09-19,Paid,15,0.09,5
USR-11152,Colombia,Pro,2025-07-27,Paid,35,0.17,7
USR-11153,Colombia,Plus,2025-10-03,Paid,75,0.15,5
USR-11154,Colombia,Free,2026-01-28,Referral,0,0.5,2
USR-11155,Colombia,Pro,2025-07-08,Partner_Accountant,75,0.13,6
USR-11156,Costa Rica,Free,2025-07-10,Paid,0,0.92,1
USR-11157,Costa Rica,Free,2026-01-13,Social,0,0.6,1
USR-11158,México,Free,2025-09-05,Partner_Accountant,0,0.42,2
USR-11159,México,Free,2026-01-26,Partner_Accountant,0,0.63,2
USR-11160,Colombia,Free,2026-02-16,Partner_Accountant,0,0.56,3
USR-11161,Panamá,Pyme,2025-10-27,Partner_Accountant,30,0.14,4
USR-11162,República Dominicana,Free,2025-09-19,Partner_Accountant,0,0.55,3
USR-11163,Colombia,Free,2025-10-23,Organic,0,0.56,2
USR-11164,México,Pro,2025-07-29,Partner_Accountant,42,0.06,7
USR-11165,Costa Rica,Plus,2025-07-10,Paid,139,0.05,8
USR-11166,Costa Rica,Pyme,2025-11-22,Organic,18,0.17,5
USR-11167,Colombia,Pro,2025-12-02,Organic,51,0.2,6
USR-11168,República Dominicana,Free,2025-07-22,Organic,0,0.37,3
USR-11169,México,Plus,2025-12-05,Partner_Accountant,122,0.24,7
USR-11170,Costa Rica,Pro,2025-09-15,Partner_Accountant,69,0.28,7
USR-11171,Colombia,Pro,2025-08-23,Partner_Accountant,67,0.3,6
USR-11172,Costa Rica,Pro,2026-02-02,Referral,41,0.27,6
USR-11173,República Dominicana,Pyme,2026-01-13,Partner_Accountant,25,0.25,5
USR-11174,Colombia,Free,2025-11-24,Paid,0,0.32,3
USR-11175,México,Plus,2026-01-20,Social,101,0.19,7
USR-11176,República Dominicana,Free,2025-10-07,Paid,0,0.44,2
USR-11177,Colombia,Plus,2025-12-16,Partner_Accountant,105,0.3,7
USR-11178,Colombia,Free,2025-10-27,Social,0,0.46,2
USR-11179,Colombia,Pyme,2025-11-03,Organic,21,0.16,3
USR-11180,Colombia,Free,2025-08-28,Partner_Accountant,0,0.74,1
USR-11181,México,Free,2026-02-20,Partner_Accountant,0,0.68,3
USR-11182,Costa Rica,Pro,2026-02-14,Referral,43,0.06,3
USR-11183,República Dominicana,Pro,2025-09-17,Organic,72,0.21,7
USR-11184,México,Free,2025-08-19,Social,0,0.79,1
USR-11185,Colombia,Free,2025-09-06,Organic,0,0.61,1
USR-11186,México,Free,2025-07-17,Partner_Accountant,0,0.53,3
USR-11187,Colombia,Pyme,2025-09-18,Partner_Accountant,18,0.06,3
USR-11188,Costa Rica,Pyme,2025-08-15,Organic,26,0.12,4
USR-11189,Colombia,Free,2025-10-19,Paid,0,0.6,1
USR-11190,República Dominicana,Free,2025-08-08,Social,0,0.91,1
USR-11191,Colombia,Free,2025-11-17,Paid,0,0.54,2
