ticket_id,user_id,category,priority,channel,created_date,resolved_date,status,resolution_hours,csat_score
TKT-21937,USR-10684,Performance,Medium,WhatsApp,2025-11-15,2025-11-18,Resolved,84,4
TKT-21938,USR-10361,Integration,Medium,WhatsApp,2025-08-13,2025-08-20,Closed,179,5
TKT-21939,USR-11763,Bug,Critical,Phone,2025-10-07,2025-10-09,Resolved,59,3
TKT-21940,USR-11652,Billing,Medium,Email,2026-01-13,2026-01-21,Resolved,211,4
TKT-21941,USR-10539,Integration,Medium,Email,2025-10-28,2025-11-06,Resolved,232,4
TKT-21942,USR-10683,Feature_Request,High,Phone,2025-08-31,2025-09-01,Resolved,31,2
TKT-21943,USR-10174,Feature_Request,High,Chat,2025-09-30,,In_Progress,,
TKT-21944,USR-10729,Feature_Request,Medium,Email,2025-09-21,2025-09-30,Resolved,225,5
TKT-21945,USR-11863,Bug,High,Chat,2026-02-13,,Open,,
TKT-21946,USR-11942,Feature_Request,Low,Chat,2026-02-18,2026-03-01,Resolved,270,5
TKT-21947,USR-10754,Feature_Request,Critical,Email,2025-12-19,2025-12-22,Closed,73,5
TKT-21948,USR-11975,Onboarding,High,Phone,2026-01-31,2026-02-07,Resolved,170,4
TKT-21949,USR-11366,Performance,Low,Chat,2025-07-19,2025-07-25,Closed,163,4
TKT-21950,USR-11742,Feature_Request,Low,WhatsApp,2025-08-27,2025-09-09,Closed,315,2
TKT-21951,USR-10742,Performance,Low,Email,2025-12-29,2026-01-09,Closed,282,4
TKT-21952,USR-10310,Bug,Low,Email,2026-02-02,,Open,,
TKT-21953,USR-11266,Billing,Low,Chat,2025-11-25,2025-12-06,Resolved,273,1
TKT-21954,USR-10903,Feature_Request,Critical,Phone,2025-10-15,2025-10-16,Resolved,35,2
TKT-21955,USR-10659,Bug,Medium,WhatsApp,2026-02-22,2026-03-05,Resolved,275,2
TKT-21956,USR-10983,Performance,High,Email,2025-11-18,2025-11-24,Closed,156,3
TKT-21957,USR-10474,Bug,Low,Phone,2025-12-01,2025-12-13,Closed,311,4
TKT-21958,USR-11774,Onboarding,High,Phone,2026-01-26,,Open,,
TKT-21959,USR-11149,Bug,High,Chat,2025-11-27,2025-11-29,Resolved,61,3
TKT-21960,USR-11627,Billing,Medium,Chat,2025-08-29,2025-09-08,Closed,246,3
TKT-21961,USR-10749,Performance,High,Chat,2026-01-07,2026-01-20,Closed,327,5
TKT-21962,USR-11398,Onboarding,High,Email,2026-02-22,2026-02-25,Resolved,94,5
TKT-21963,USR-11291,Billing,Critical,Chat,2025-11-07,2025-11-07,Resolved,20,5
TKT-21964,USR-11742,Integration,Medium,WhatsApp,2025-09-24,,Open,,
TKT-21965,USR-11362,Bug,Medium,Chat,2026-02-26,2026-03-06,Closed,213,4
TKT-21966,USR-10173,Performance,Critical,Email,2025-12-26,,In_Progress,,
TKT-21967,USR-11880,Integration,Medium,Email,2025-12-18,2025-12-27,Resolved,237,5
TKT-21968,USR-11624,Feature_Request,Medium,Phone,2026-01-29,2026-02-01,Closed,93,4
TKT-21969,USR-10130,Billing,Medium,WhatsApp,2025-12-07,2025-12-10,Resolved,94,5
TKT-21970,USR-10378,Integration,Medium,Chat,2026-01-30,2026-02-08,Closed,237,3
TKT-21971,USR-10321,Bug,Medium,Email,2026-01-02,,Open,,
TKT-21972,USR-10144,Onboarding,Medium,Chat,2025-12-08,2025-12-09,Resolved,43,1
TKT-21973,USR-11316,Billing,Medium,WhatsApp,2026-02-07,2026-02-12,Closed,139,2
TKT-21974,USR-10494,Integration,Medium,Chat,2026-02-08,2026-02-20,Closed,300,5
TKT-21975,USR-11741,Performance,Medium,WhatsApp,2026-01-04,2026-01-07,Closed,82,3
TKT-21976,USR-11679,Bug,Critical,WhatsApp,2026-02-11,2026-02-11,Closed,12,5
TKT-21977,USR-11067,Integration,High,Phone,2025-12-11,2025-12-14,Closed,95,2
TKT-21978,USR-10678,Performance,Medium,Phone,2025-09-01,2025-09-01,Resolved,21,1
TKT-21979,USR-10635,Feature_Request,High,Chat,2025-12-06,2025-12-19,Resolved,326,4
TKT-21980,USR-10555,Billing,Medium,Email,2026-02-11,2026-02-24,Closed,333,1
TKT-21981,USR-10275,Bug,Medium,Chat,2025-12-14,2025-12-21,Resolved,172,3
TKT-21982,USR-10705,Feature_Request,Critical,Email,2025-11-30,2025-12-01,Resolved,29,1
TKT-21983,USR-10012,Performance,Medium,Chat,2025-12-05,2025-12-08,Resolved,73,1
TKT-21984,USR-10307,Integration,High,Phone,2026-02-17,2026-02-22,Closed,123,2
TKT-21985,USR-10318,Onboarding,Low,WhatsApp,2026-02-02,,Open,,
TKT-21986,USR-11577,Performance,High,Email,2025-10-02,,Open,,
TKT-21987,USR-10324,Feature_Request,Medium,Email,2026-02-15,2026-02-21,Closed,147,3
TKT-21988,USR-11855,Bug,Medium,Phone,2026-02-23,2026-02-24,Closed,42,3
TKT-21989,USR-11823,Performance,Medium,WhatsApp,2025-08-03,2025-08-13,Resolved,251,4
TKT-21990,USR-10814,Bug,Low,Chat,2026-02-09,2026-02-23,Closed,354,4
TKT-21991,USR-11835,Performance,High,Email,2025-08-17,2025-08-18,Closed,38,3
TKT-21992,USR-10875,Bug,High,Phone,2025-12-06,2025-12-20,Closed,349,5
TKT-21993,USR-11915,Feature_Request,High,WhatsApp,2025-10-11,2025-10-19,Resolved,205,3
TKT-21994,USR-10855,Integration,Medium,Chat,2026-01-21,2026-01-26,Resolved,130,4
TKT-21995,USR-10240,Integration,High,WhatsApp,2025-08-22,,Open,,
TKT-21996,USR-11226,Performance,High,Phone,2026-01-30,2026-02-03,Closed,114,2
TKT-21997,USR-11313,Billing,Medium,WhatsApp,2025-08-29,2025-09-11,Closed,312,3
TKT-21998,USR-10635,Bug,Medium,Chat,2025-11-14,2025-11-23,Resolved,225,4
TKT-21999,USR-11410,Onboarding,Medium,Email,2025-08-23,2025-09-03,Closed,280,4
TKT-22000,USR-10760,Billing,High,WhatsApp,2025-08-29,,Open,,
TKT-22001,USR-10676,Billing,Critical,Email,2025-11-27,,Open,,
TKT-22002,USR-10369,Feature_Request,Low,Email,2026-02-04,2026-02-16,Closed,306,4
TKT-22003,USR-11673,Performance,Critical,Email,2026-02-06,2026-02-09,Closed,87,4
TKT-22004,USR-10774,Bug,High,Phone,2026-02-19,2026-03-05,Closed,354,3
TKT-22005,USR-11746,Onboarding,Medium,Phone,2025-09-30,,Open,,
TKT-22006,USR-10564,Feature_Request,High,Phone,2026-01-04,,In_Progress,,
TKT-22007,USR-10457,Performance,Critical,Chat,2025-11-26,2025-11-28,Resolved,61,5
TKT-22008,USR-11209,Feature_Request,Medium,Phone,2025-08-19,2025-09-02,Closed,340,3
TKT-22009,USR-10273,Integration,High,Chat,2025-12-23,2026-01-02,Resolved,258,2
TKT-22010,USR-11419,Billing,Low,WhatsApp,2025-11-27,2025-12-04,Resolved,175,5
TKT-22011,USR-11569,Billing,Low,WhatsApp,2025-08-29,2025-09-12,Resolved,336,3
TKT-22012,USR-11156,Integration,High,Chat,2025-07-23,2025-08-06,Closed,345,2
TKT-22013,USR-11377,Feature_Request,Medium,WhatsApp,2025-10-31,2025-11-10,Closed,260,4
TKT-22014,USR-11970,Feature_Request,Low,Phone,2026-02-09,2026-02-16,Resolved,189,3
TKT-22015,USR-10595,Feature_Request,Medium,Phone,2026-01-25,,Open,,
TKT-22016,USR-10333,Billing,Medium,Email,2026-01-29,,Open,,
TKT-22017,USR-11116,Performance,Critical,WhatsApp,2026-02-18,2026-02-20,Resolved,53,5
TKT-22018,USR-10664,Feature_Request,Low,Chat,2025-11-24,,Open,,
TKT-22019,USR-11241,Billing,Medium,Chat,2025-09-17,2025-09-22,Closed,134,5
TKT-22020,USR-11696,Integration,Critical,Chat,2026-02-20,2026-02-20,Closed,21,5
TKT-22021,USR-10867,Integration,Medium,Phone,2025-11-24,2025-12-06,Resolved,305,1
TKT-22022,USR-10419,Onboarding,High,Phone,2025-09-09,2025-09-21,Closed,305,4
TKT-22023,USR-11985,Bug,Medium,Email,2025-12-07,2025-12-18,Resolved,268,4
TKT-22024,USR-10851,Integration,Critical,Phone,2025-08-22,2025-08-24,Resolved,67,3
TKT-22025,USR-10058,Onboarding,High,WhatsApp,2026-02-10,,In_Progress,,
TKT-22026,USR-10254,Billing,Low,Email,2026-02-17,,Open,,
TKT-22027,USR-10055,Integration,High,WhatsApp,2025-09-21,2025-09-26,Closed,138,5
TKT-22028,USR-10224,Feature_Request,Critical,Phone,2026-02-22,2026-02-24,Resolved,68,5
TKT-22029,USR-11352,Onboarding,Low,Phone,2025-12-24,2025-12-29,Resolved,138,4
TKT-22030,USR-11418,Billing,Low,WhatsApp,2026-01-11,2026-01-22,Resolved,264,5
TKT-22031,USR-10231,Integration,Medium,Chat,2025-11-06,2025-11-18,Resolved,291,5
TKT-22032,USR-11476,Bug,Medium,Email,2025-09-22,2025-10-01,Resolved,222,3
TKT-22033,USR-10413,Billing,Low,WhatsApp,2026-02-28,,Open,,
TKT-22034,USR-10025,Performance,Medium,WhatsApp,2025-09-02,2025-09-04,Resolved,55,4
TKT-22035,USR-10503,Performance,Medium,Chat,2025-10-31,,Open,,
TKT-22036,USR-10393,Performance,Critical,Email,2025-11-12,2025-11-12,Closed,1,5
TKT-22037,USR-10625,Feature_Request,High,Phone,2026-02-02,,In_Progress,,
TKT-22038,USR-10229,Integration,Medium,WhatsApp,2026-02-25,2026-03-03,Closed,147,4
TKT-22039,USR-11644,Billing,High,Chat,2025-12-18,2025-12-28,Closed,240,5
TKT-22040,USR-11440,Performance,Low,Chat,2026-02-21,,Open,,
TKT-22041,USR-11021,Billing,Critical,Email,2025-11-12,2025-11-13,Closed,39,4
TKT-22042,USR-11008,Performance,Medium,Chat,2025-11-15,,In_Progress,,
TKT-22043,USR-11719,Feature_Request,High,Chat,2026-02-10,2026-02-12,Resolved,63,5
TKT-22044,USR-10457,Bug,Low,WhatsApp,2025-12-11,,Open,,
TKT-22045,USR-11025,Bug,High,Email,2025-07-11,2025-07-12,Resolved,43,3
TKT-22046,USR-11957,Performance,Medium,Email,2025-12-11,2025-12-19,Resolved,194,3
TKT-22047,USR-10189,Onboarding,Critical,Email,2025-11-26,2025-11-26,Resolved,3,1
TKT-22048,USR-11686,Bug,Medium,Phone,2025-09-22,2025-10-05,Closed,335,2
TKT-22049,USR-11303,Performance,Medium,Email,2025-10-19,,In_Progress,,
TKT-22050,USR-10238,Performance,Low,Email,2025-08-23,2025-08-23,Resolved,8,2
TKT-22051,USR-10524,Integration,Medium,Email,2025-09-29,2025-10-13,Closed,354,3
TKT-22052,USR-10169,Integration,Medium,Phone,2026-01-07,2026-01-21,Resolved,359,2
TKT-22053,USR-11216,Onboarding,Low,Chat,2025-08-27,2025-09-03,Closed,177,5
TKT-22054,USR-11002,Feature_Request,Critical,Phone,2025-11-08,2025-11-09,Resolved,37,2
TKT-22055,USR-10472,Integration,Low,Phone,2025-12-27,2025-12-31,Closed,105,3
TKT-22056,USR-10529,Feature_Request,Medium,Phone,2025-10-14,2025-10-21,Resolved,191,2
TKT-22057,USR-10651,Bug,High,WhatsApp,2026-01-07,2026-01-19,Resolved,297,3
TKT-22058,USR-10776,Feature_Request,High,Chat,2026-02-01,,In_Progress,,
TKT-22059,USR-10512,Bug,Critical,Email,2025-10-27,,In_Progress,,
TKT-22060,USR-11923,Integration,Low,Phone,2025-12-19,2025-12-30,Resolved,272,5
TKT-22061,USR-11079,Bug,High,WhatsApp,2025-12-21,2025-12-28,Resolved,191,5
TKT-22062,USR-10249,Feature_Request,Medium,Phone,2026-02-11,2026-02-13,Resolved,48,1
TKT-22063,USR-11467,Bug,High,Phone,2026-01-23,2026-01-26,Resolved,87,2
TKT-22064,USR-10281,Bug,Low,Phone,2026-01-30,,Open,,
TKT-22065,USR-11871,Billing,High,Chat,2026-01-19,2026-01-22,Closed,85,1
TKT-22066,USR-10483,Bug,Low,WhatsApp,2026-01-26,2026-02-03,Resolved,206,4
TKT-22067,USR-10429,Bug,Critical,Email,2026-02-25,2026-02-25,Resolved,20,5
TKT-22068,USR-10942,Feature_Request,Medium,Email,2026-01-31,2026-02-12,Closed,293,5
TKT-22069,USR-11940,Billing,Medium,Chat,2025-11-07,2025-11-19,Closed,311,5
TKT-22070,USR-10124,Integration,High,Chat,2026-01-01,2026-01-10,Closed,232,3
TKT-22071,USR-10250,Billing,Critical,Chat,2025-10-27,,In_Progress,,
TKT-22072,USR-11017,Performance,Medium,Phone,2025-10-27,2025-10-29,Closed,54,1
TKT-22073,USR-10410,Performance,Critical,Email,2026-01-31,2026-02-02,Resolved,54,5
TKT-22074,USR-10581,Integration,High,Chat,2026-01-13,2026-01-25,Resolved,296,1
TKT-22075,USR-10103,Integration,High,Email,2026-02-26,2026-02-28,Resolved,68,2
TKT-22076,USR-11988,Billing,High,WhatsApp,2025-10-16,,Open,,
TKT-22077,USR-10460,Billing,Medium,WhatsApp,2025-08-12,2025-08-14,Resolved,53,3
TKT-22078,USR-10626,Feature_Request,Medium,WhatsApp,2025-10-27,2025-11-09,Resolved,315,1
TKT-22079,USR-11834,Bug,Low,WhatsApp,2025-11-13,2025-11-18,Resolved,139,5
TKT-22080,USR-10159,Billing,Medium,Email,2025-08-03,2025-08-12,Closed,231,4
TKT-22081,USR-11567,Bug,Critical,Chat,2025-08-22,,In_Progress,,
TKT-22082,USR-10902,Onboarding,Medium,Email,2026-03-01,,Open,,
TKT-22083,USR-11671,Integration,Medium,Phone,2026-02-07,2026-02-21,Closed,339,3
TKT-22084,USR-10872,Onboarding,High,Chat,2025-09-08,,Open,,
TKT-22085,USR-10107,Feature_Request,Low,WhatsApp,2026-02-28,,Open,,
TKT-22086,USR-10798,Billing,Low,Email,2025-10-12,,Open,,
TKT-22087,USR-10695,Onboarding,Medium,WhatsApp,2026-02-11,,Open,,
TKT-22088,USR-11761,Onboarding,High,WhatsApp,2026-02-13,2026-02-26,Resolved,332,4
TKT-22089,USR-10484,Integration,Medium,Phone,2025-09-23,2025-10-03,Closed,251,1
TKT-22090,USR-11029,Billing,High,Email,2025-11-16,,Open,,
TKT-22091,USR-10219,Bug,Medium,WhatsApp,2025-08-12,,In_Progress,,
TKT-22092,USR-10396,Onboarding,Critical,Chat,2026-02-02,,Open,,
TKT-22093,USR-11523,Bug,Critical,Email,2025-07-15,,In_Progress,,
TKT-22094,USR-10476,Onboarding,Low,Email,2026-02-23,2026-03-01,Closed,165,3
TKT-22095,USR-10717,Bug,High,Phone,2025-11-29,,In_Progress,,
TKT-22096,USR-11738,Onboarding,Medium,WhatsApp,2026-02-20,2026-02-27,Resolved,187,5
TKT-22097,USR-10188,Feature_Request,Medium,Phone,2026-02-02,,In_Progress,,
TKT-22098,USR-10461,Feature_Request,Critical,Phone,2026-02-23,2026-02-24,Resolved,37,5
TKT-22099,USR-10868,Onboarding,High,WhatsApp,2026-01-13,2026-01-15,Resolved,50,5
TKT-22100,USR-11009,Feature_Request,Medium,Phone,2025-09-20,2025-09-20,Resolved,5,4
TKT-22101,USR-11548,Bug,Low,WhatsApp,2026-02-11,,Open,,
TKT-22102,USR-10533,Bug,Medium,Email,2025-11-05,2025-11-12,Resolved,183,4
TKT-22103,USR-10170,Integration,High,Email,2026-01-30,,Open,,
TKT-22104,USR-10594,Integration,High,Chat,2025-09-10,,Open,,
TKT-22105,USR-10251,Feature_Request,Medium,Email,2026-02-21,2026-03-07,Closed,338,4
TKT-22106,USR-10196,Performance,Medium,Chat,2026-02-18,2026-02-22,Closed,107,3
TKT-22107,USR-10046,Performance,High,Chat,2025-08-07,2025-08-20,Resolved,334,4
TKT-22108,USR-11074,Onboarding,Critical,Phone,2025-08-16,2025-08-17,Resolved,35,3
TKT-22109,USR-11029,Performance,Critical,WhatsApp,2025-11-15,2025-11-18,Resolved,83,3
TKT-22110,USR-11567,Integration,Medium,Email,2025-09-26,2025-10-08,Closed,299,4
TKT-22111,USR-11502,Feature_Request,Critical,Email,2026-02-10,2026-02-10,Closed,12,5
TKT-22112,USR-11085,Bug,High,WhatsApp,2026-02-17,2026-02-23,Resolved,165,4
TKT-22113,USR-11081,Feature_Request,Low,WhatsApp,2026-01-07,2026-01-21,Closed,351,4
TKT-22114,USR-11897,Bug,High,Chat,2026-01-09,2026-01-09,Closed,17,2
TKT-22115,USR-11758,Onboarding,Critical,Email,2026-01-12,2026-01-14,Resolved,69,2
TKT-22116,USR-11854,Bug,High,Email,2025-12-04,,Open,,
TKT-22117,USR-10950,Feature_Request,Low,Chat,2026-01-19,,Open,,
TKT-22118,USR-11482,Bug,High,Email,2026-02-03,2026-02-08,Closed,130,4
TKT-22119,USR-10151,Integration,High,Email,2026-02-10,,Open,,
TKT-22120,USR-11668,Bug,Low,Chat,2025-10-31,,Open,,
TKT-22121,USR-10133,Feature_Request,Medium,WhatsApp,2025-11-12,2025-11-16,Closed,101,2
TKT-22122,USR-11454,Integration,High,Chat,2026-02-11,,Open,,
TKT-22123,USR-10432,Onboarding,Medium,Email,2025-11-07,2025-11-07,Resolved,4,5
TKT-22124,USR-11452,Performance,High,Chat,2025-11-11,2025-11-25,Resolved,350,1
TKT-22125,USR-10158,Bug,High,Chat,2025-10-04,2025-10-15,Resolved,280,4
TKT-22126,USR-10541,Onboarding,High,Email,2025-10-10,2025-10-10,Resolved,15,4
TKT-22127,USR-10442,Performance,Low,Phone,2025-08-30,2025-09-11,Resolved,307,2
TKT-22128,USR-10346,Onboarding,High,WhatsApp,2025-07-28,,Open,,
TKT-22129,USR-11305,Integration,Critical,WhatsApp,2026-01-19,2026-01-22,Resolved,73,1
TKT-22130,USR-10129,Integration,Low,WhatsApp,2026-02-09,2026-02-19,Resolved,263,5
TKT-22131,USR-11774,Billing,High,Phone,2026-01-01,,Open,,
TKT-22132,USR-11610,Bug,Critical,Chat,2026-01-02,2026-01-02,Resolved,0,4
TKT-22133,USR-11882,Bug,Critical,WhatsApp,2025-08-11,,In_Progress,,
TKT-22134,USR-11146,Bug,Critical,Chat,2026-02-27,,Open,,
TKT-22135,USR-10249,Billing,Critical,Phone,2026-01-30,2026-01-30,Closed,23,3
TKT-22136,USR-11204,Billing,Low,WhatsApp,2025-11-25,2025-12-09,Resolved,338,4
TKT-22137,USR-10081,Billing,Low,WhatsApp,2025-11-07,,Open,,
TKT-22138,USR-10469,Bug,Medium,WhatsApp,2026-02-11,,Open,,
TKT-22139,USR-10526,Bug,Critical,WhatsApp,2026-01-30,2026-02-01,Resolved,62,4
TKT-22140,USR-10298,Billing,Low,Phone,2026-01-05,2026-01-05,Closed,8,3
TKT-22141,USR-11748,Feature_Request,Critical,Phone,2026-02-16,2026-02-18,Resolved,71,5
TKT-22142,USR-10320,Performance,Low,Phone,2026-01-02,2026-01-12,Closed,248,1
TKT-22143,USR-11303,Integration,Low,Phone,2025-12-20,2025-12-27,Closed,168,4
TKT-22144,USR-11802,Bug,Low,Email,2025-11-08,2025-11-18,Closed,251,4
TKT-22145,USR-10367,Bug,Medium,WhatsApp,2025-11-27,2025-12-07,Resolved,243,3
TKT-22146,USR-11728,Performance,Critical,WhatsApp,2025-08-15,,In_Progress,,
TKT-22147,USR-10184,Performance,Low,WhatsApp,2026-02-24,,In_Progress,,
TKT-22148,USR-10920,Onboarding,High,Email,2026-01-12,2026-01-16,Resolved,112,5
TKT-22149,USR-11526,Onboarding,High,Chat,2026-02-28,,In_Progress,,
TKT-22150,USR-10089,Feature_Request,Medium,WhatsApp,2025-08-19,2025-08-19,Resolved,12,5
TKT-22151,USR-11775,Onboarding,High,Email,2026-01-13,2026-01-15,Resolved,70,1
TKT-22152,USR-11246,Onboarding,Critical,Phone,2025-12-28,2025-12-28,Closed,22,4
TKT-22153,USR-11009,Billing,Critical,Phone,2025-08-14,2025-08-16,Closed,68,5
TKT-22154,USR-11028,Feature_Request,High,Chat,2025-09-19,2025-09-24,Resolved,127,5
TKT-22155,USR-11408,Performance,Medium,Email,2025-09-02,2025-09-05,Resolved,92,4
TKT-22156,USR-11725,Bug,Medium,Email,2025-12-11,,In_Progress,,
TKT-22157,USR-11650,Onboarding,High,Phone,2025-10-25,2025-10-30,Resolved,124,5
TKT-22158,USR-11023,Feature_Request,Critical,Phone,2025-10-12,2025-10-15,Resolved,92,2
TKT-22159,USR-10120,Bug,High,Chat,2025-10-01,,Open,,
TKT-22160,USR-11740,Feature_Request,Medium,Phone,2026-02-18,2026-03-02,Closed,299,5
TKT-22161,USR-11841,Bug,Medium,Email,2025-11-03,2025-11-05,Closed,57,3
TKT-22162,USR-11616,Feature_Request,High,Email,2026-02-17,2026-02-23,Resolved,160,5
TKT-22163,USR-11226,Performance,High,Email,2026-02-04,2026-02-11,Resolved,189,3
TKT-22164,USR-10010,Bug,Critical,Email,2026-02-11,,Open,,
TKT-22165,USR-11657,Performance,Medium,WhatsApp,2026-02-26,2026-03-10,Resolved,303,5
TKT-22166,USR-11988,Billing,Low,Chat,2025-09-07,,Open,,
TKT-22167,USR-10729,Performance,High,Chat,2025-09-30,2025-10-10,Resolved,251,3
TKT-22168,USR-10498,Integration,Medium,WhatsApp,2026-01-10,,Open,,
TKT-22169,USR-11792,Performance,Critical,Email,2026-02-08,2026-02-08,Resolved,19,2
TKT-22170,USR-10918,Performance,High,Email,2025-11-11,2025-11-25,Resolved,339,3
TKT-22171,USR-11785,Feature_Request,Low,Chat,2025-10-03,2025-10-12,Resolved,236,2
TKT-22172,USR-11184,Feature_Request,Medium,WhatsApp,2025-08-21,,Open,,
TKT-22173,USR-10461,Bug,Critical,WhatsApp,2026-02-16,2026-02-18,Resolved,68,2
TKT-22174,USR-10845,Performance,Medium,Email,2025-10-29,2025-11-11,Resolved,317,1
TKT-22175,USR-11784,Onboarding,High,Chat,2025-10-04,,In_Progress,,
TKT-22176,USR-10179,Feature_Request,Low,WhatsApp,2025-07-27,2025-08-03,Resolved,170,5
TKT-22177,USR-10565,Billing,Low,Email,2026-02-10,2026-02-16,Closed,144,3
TKT-22178,USR-11626,Onboarding,Medium,Email,2025-11-10,2025-11-21,Resolved,280,2
TKT-22179,USR-11502,Bug,High,WhatsApp,2026-02-01,,Open,,
TKT-22180,USR-10615,Performance,High,Phone,2025-10-15,2025-10-23,Closed,193,5
TKT-22181,USR-10728,Integration,Low,Phone,2026-01-04,,In_Progress,,
TKT-22182,USR-11000,Feature_Request,Low,Phone,2025-09-20,2025-09-29,Resolved,226,5
TKT-22183,USR-11672,Integration,Medium,Email,2026-02-03,2026-02-11,Closed,201,4
TKT-22184,USR-10696,Feature_Request,Medium,Chat,2026-01-16,2026-01-27,Resolved,264,3
TKT-22185,USR-10019,Billing,High,WhatsApp,2025-11-30,2025-12-09,Resolved,230,1
TKT-22186,USR-11078,Feature_Request,High,Phone,2026-02-22,2026-03-03,Closed,230,4
TKT-22187,USR-11440,Integration,Medium,Email,2026-01-30,2026-02-01,Closed,54,4
TKT-22188,USR-10485,Integration,Medium,Email,2026-01-30,2026-02-13,Closed,356,1
TKT-22189,USR-10709,Performance,Medium,Phone,2025-11-17,2025-11-26,Resolved,228,5
TKT-22190,USR-11419,Bug,Medium,Phone,2026-01-17,2026-01-27,Closed,245,2
TKT-22191,USR-10637,Feature_Request,High,Email,2026-01-22,,Open,,
TKT-22192,USR-10194,Performance,High,Email,2025-12-02,2025-12-09,Resolved,179,4
TKT-22193,USR-11141,Bug,Medium,Phone,2025-11-26,2025-12-09,Resolved,314,3
TKT-22194,USR-10695,Onboarding,Medium,Chat,2026-02-21,2026-03-01,Resolved,206,4
TKT-22195,USR-11908,Billing,Low,Chat,2025-12-24,2026-01-07,Resolved,337,3
TKT-22196,USR-11871,Feature_Request,Critical,WhatsApp,2026-01-10,2026-01-11,Resolved,30,1
TKT-22197,USR-11251,Onboarding,High,WhatsApp,2025-09-22,2025-10-02,Closed,242,5
TKT-22198,USR-11571,Bug,Low,WhatsApp,2026-02-09,2026-02-11,Closed,65,2
TKT-22199,USR-10600,Bug,Medium,WhatsApp,2025-09-22,2025-09-29,Resolved,189,3
TKT-22200,USR-10900,Bug,Low,Phone,2025-11-12,2025-11-19,Closed,169,5
TKT-22201,USR-11693,Onboarding,Medium,Phone,2025-12-17,2025-12-18,Resolved,47,4
TKT-22202,USR-10810,Integration,Medium,Phone,2025-12-03,,Open,,
TKT-22203,USR-11682,Integration,Medium,Phone,2026-02-04,,Open,,
TKT-22204,USR-10781,Performance,Critical,Email,2025-11-14,2025-11-16,Closed,51,1
TKT-22205,USR-11060,Billing,Medium,WhatsApp,2026-01-06,2026-01-16,Closed,247,5
TKT-22206,USR-10347,Bug,Medium,Chat,2025-08-22,2025-08-30,Resolved,205,3
TKT-22207,USR-11677,Feature_Request,Medium,Email,2026-02-09,2026-02-20,Closed,283,5
TKT-22208,USR-11055,Onboarding,Low,Phone,2026-02-12,2026-02-16,Resolved,105,5
TKT-22209,USR-11891,Bug,Low,WhatsApp,2026-02-10,2026-02-20,Resolved,263,2
TKT-22210,USR-11000,Onboarding,Critical,Phone,2025-08-01,2025-08-03,Closed,51,5
TKT-22211,USR-11026,Bug,Low,Phone,2026-02-22,,In_Progress,,
TKT-22212,USR-10454,Bug,Critical,WhatsApp,2025-08-23,2025-08-23,Resolved,22,3
TKT-22213,USR-11035,Onboarding,High,Phone,2025-12-06,2025-12-13,Closed,168,1
TKT-22214,USR-10934,Performance,Critical,WhatsApp,2025-09-23,,Open,,
TKT-22215,USR-11178,Performance,Medium,WhatsApp,2025-10-30,2025-11-07,Closed,194,5
TKT-22216,USR-11942,Billing,Medium,Email,2026-02-11,2026-02-17,Resolved,148,5
TKT-22217,USR-10789,Feature_Request,Medium,Phone,2025-10-23,2025-11-02,Closed,240,2
TKT-22218,USR-11381,Feature_Request,Low,WhatsApp,2026-02-12,2026-02-16,Resolved,97,3
TKT-22219,USR-10014,Billing,High,WhatsApp,2025-11-20,2025-11-30,Resolved,243,1
TKT-22220,USR-10793,Performance,Low,Email,2025-11-20,2025-11-21,Resolved,39,5
TKT-22221,USR-10166,Integration,Low,Chat,2026-01-31,2026-02-09,Closed,235,4
TKT-22222,USR-11094,Onboarding,High,Chat,2025-11-17,2025-11-18,Resolved,38,1
TKT-22223,USR-11509,Feature_Request,Medium,WhatsApp,2025-07-20,2025-07-21,Resolved,46,5
TKT-22224,USR-10900,Performance,High,Chat,2025-09-14,2025-09-16,Resolved,58,3
TKT-22225,USR-10263,Performance,Medium,WhatsApp,2025-10-21,2025-10-23,Resolved,61,5
TKT-22226,USR-10690,Performance,Low,WhatsApp,2026-02-22,,In_Progress,,
TKT-22227,USR-11844,Feature_Request,Medium,WhatsApp,2025-08-16,2025-08-19,Resolved,93,5
TKT-22228,USR-11945,Onboarding,High,WhatsApp,2026-02-18,,In_Progress,,
TKT-22229,USR-10866,Performance,Medium,WhatsApp,2025-10-06,2025-10-19,Resolved,325,2
TKT-22230,USR-11282,Feature_Request,Low,Email,2025-08-04,,Open,,
TKT-22231,USR-10960,Billing,High,Chat,2026-02-16,2026-02-24,Resolved,215,4
TKT-22232,USR-11935,Bug,Medium,Phone,2025-09-04,2025-09-16,Resolved,300,1
TKT-22233,USR-10025,Performance,Medium,WhatsApp,2025-11-04,2025-11-10,Closed,154,5
TKT-22234,USR-10913,Feature_Request,High,Phone,2025-12-05,2025-12-11,Resolved,161,2
TKT-22235,USR-10291,Billing,Medium,Email,2026-01-16,2026-01-19,Resolved,75,4
TKT-22236,USR-11552,Bug,High,WhatsApp,2025-09-19,2025-09-27,Resolved,200,4
TKT-22237,USR-11682,Billing,Critical,Email,2026-02-27,2026-02-28,Closed,33,2
TKT-22238,USR-11564,Performance,High,WhatsApp,2025-07-10,2025-07-18,Closed,211,2
TKT-22239,USR-11152,Onboarding,Medium,WhatsApp,2025-08-25,2025-09-02,Resolved,207,3
