user_id,feature,adoption_level,last_used_date
USR-10930,Cotizaciones,used_1x,2025-11-22
USR-10930,Nómina,used_1x,2026-01-14
USR-10930,Inventario,used_10x,2025-12-16
USR-10930,Conciliación bancaria,used_5x,2025-12-13
USR-10931,Conciliación bancaria,power_user,2025-08-06
USR-10931,Cotizaciones,activated,2025-08-23
USR-10932,Multi-moneda,used_10x,2026-02-19
USR-10932,Conciliación bancaria,used_10x,2026-02-19
USR-10933,Facturación electrónica,activated,2026-01-14
USR-10933,Multi-moneda,used_5x,2026-02-15
USR-10933,Inventario,used_1x,2026-02-08
USR-10934,Nómina,used_10x,2025-08-20
USR-10935,Multi-moneda,used_5x,2026-03-01
USR-10935,Reportes financieros,activated,2026-03-01
USR-10935,Nómina,used_10x,2026-02-28
USR-10936,Reportes financieros,activated,2025-12-18
USR-10936,Multi-moneda,activated,2026-02-06
USR-10936,Facturación electrónica,used_1x,2025-12-16
USR-10936,Punto de venta,used_5x,2026-01-25
USR-10936,Cotizaciones,used_10x,2026-01-19
USR-10937,Facturación electrónica,power_user,2026-01-25
USR-10937,Inventario,used_10x,2026-02-06
USR-10938,Gestión de contactos,power_user,2025-09-18
USR-10938,Punto de venta,used_1x,2025-10-01
USR-10938,Nómina,activated,2025-10-10
USR-10938,Multi-moneda,power_user,2025-10-05
USR-10938,Inventario,activated,2025-10-30
USR-10939,Nómina,used_1x,2025-08-12
USR-10939,Punto de venta,used_1x,2025-08-02
USR-10939,Cotizaciones,activated,2025-07-25
USR-10939,Multi-moneda,used_10x,2025-08-24
USR-10939,Reportes financieros,activated,2025-08-06
USR-10939,Inventario,used_5x,2025-09-05
USR-10939,Gestión de contactos,power_user,2025-09-14
USR-10940,Reportes financieros,activated,2025-09-27
USR-10940,Multi-moneda,used_5x,2025-11-06
USR-10941,Inventario,used_5x,2025-10-01
USR-10941,Nómina,used_1x,2025-09-27
USR-10941,Facturación electrónica,used_5x,2025-09-27
USR-10942,Gestión de contactos,used_10x,2026-02-28
USR-10942,Multi-moneda,activated,2026-02-24
USR-10942,Punto de venta,used_10x,2026-02-25
USR-10942,Cotizaciones,used_1x,2026-02-26
USR-10943,Cotizaciones,used_5x,2025-11-18
USR-10943,Multi-moneda,used_10x,2025-11-24
USR-10943,Nómina,activated,2025-11-18
USR-10944,Inventario,activated,2025-07-29
USR-10944,Nómina,used_5x,2025-08-15
USR-10944,Multi-moneda,used_1x,2025-08-22
USR-10944,Centro de costos,used_1x,2025-08-01
USR-10944,Cotizaciones,power_user,2025-08-16
USR-10944,Gestión de contactos,activated,2025-08-09
USR-10944,Reportes financieros,activated,2025-07-08
USR-10945,Gestión de contactos,activated,2025-12-28
USR-10945,Facturación electrónica,used_10x,2026-01-23
USR-10945,Reportes financieros,activated,2026-01-20
USR-10945,Nómina,power_user,2026-01-17
USR-10945,Punto de venta,used_1x,2025-11-26
USR-10945,Multi-moneda,power_user,2026-01-07
USR-10946,Inventario,used_1x,2026-02-10
USR-10946,Reportes financieros,activated,2026-01-06
USR-10946,Conciliación bancaria,activated,2026-01-29
USR-10946,Cotizaciones,used_5x,2026-02-02
USR-10947,Inventario,used_1x,2026-02-05
USR-10947,Punto de venta,activated,2026-02-22
USR-10947,Cotizaciones,used_5x,2026-01-11
USR-10947,Centro de costos,used_1x,2025-12-29
USR-10947,Gestión de contactos,power_user,2025-12-29
USR-10948,Multi-moneda,activated,2026-01-26
USR-10948,Cotizaciones,activated,2026-01-06
USR-10948,Gestión de contactos,used_5x,2026-01-04
USR-10949,Inventario,activated,2025-09-21
USR-10949,Punto de venta,used_5x,2025-11-14
USR-10949,Conciliación bancaria,used_1x,2025-10-14
USR-10950,Reportes financieros,used_1x,2025-12-16
USR-10950,Centro de costos,activated,2025-12-04
USR-10950,Inventario,power_user,2025-12-18
USR-10951,Punto de venta,used_10x,2026-02-11
USR-10951,Inventario,used_10x,2026-02-09
USR-10951,Reportes financieros,used_1x,2026-02-03
USR-10952,Gestión de contactos,used_1x,2026-01-01
USR-10952,Inventario,power_user,2026-01-01
USR-10953,Punto de venta,used_5x,2025-09-18
USR-10953,Centro de costos,used_1x,2025-10-25
USR-10954,Gestión de contactos,used_1x,2026-03-01
USR-10954,Reportes financieros,used_10x,2026-03-01
USR-10954,Centro de costos,power_user,2026-03-01
USR-10954,Nómina,power_user,2026-03-01
USR-10955,Nómina,activated,2025-10-13
USR-10956,Inventario,used_10x,2026-02-23
USR-10957,Facturación electrónica,used_5x,2025-09-05
USR-10957,Reportes financieros,activated,2025-10-18
USR-10957,Inventario,used_10x,2025-09-01
USR-10958,Centro de costos,used_10x,2025-12-31
USR-10958,Facturación electrónica,used_1x,2025-11-30
USR-10959,Conciliación bancaria,power_user,2026-01-08
USR-10960,Centro de costos,used_10x,2026-01-22
USR-10960,Gestión de contactos,used_1x,2026-02-04
USR-10961,Multi-moneda,used_5x,2025-09-17
USR-10961,Cotizaciones,power_user,2025-10-31
USR-10961,Conciliación bancaria,used_5x,2025-10-01
USR-10961,Centro de costos,activated,2025-11-08
USR-10961,Inventario,used_10x,2025-11-05
USR-10961,Reportes financieros,activated,2025-09-19
USR-10961,Gestión de contactos,used_10x,2025-10-03
USR-10961,Facturación electrónica,used_5x,2025-10-17
USR-10961,Punto de venta,used_5x,2025-09-24
USR-10962,Punto de venta,used_1x,2026-01-30
USR-10963,Reportes financieros,power_user,2026-02-05
USR-10963,Centro de costos,activated,2026-02-28
USR-10963,Cotizaciones,used_5x,2026-01-19
USR-10963,Punto de venta,used_1x,2026-02-14
USR-10964,Centro de costos,activated,2025-10-27
USR-10964,Inventario,used_10x,2025-10-25
USR-10964,Conciliación bancaria,used_5x,2025-12-04
USR-10964,Multi-moneda,used_10x,2025-11-30
USR-10964,Nómina,activated,2025-12-06
USR-10965,Nómina,used_10x,2026-02-17
USR-10965,Facturación electrónica,activated,2026-02-09
USR-10965,Cotizaciones,used_1x,2026-02-07
USR-10966,Gestión de contactos,used_10x,2025-09-11
USR-10966,Inventario,used_1x,2025-08-28
USR-10967,Facturación electrónica,used_1x,2025-12-20
USR-10967,Conciliación bancaria,used_10x,2025-12-18
USR-10967,Inventario,used_1x,2025-12-28
USR-10968,Gestión de contactos,used_1x,2025-07-27
USR-10969,Conciliación bancaria,power_user,2026-02-27
USR-10969,Inventario,activated,2026-02-26
USR-10969,Centro de costos,used_10x,2026-02-23
USR-10970,Centro de costos,used_1x,2025-12-20
USR-10970,Multi-moneda,used_5x,2025-12-12
USR-10970,Inventario,used_10x,2026-01-20
USR-10970,Nómina,used_10x,2025-12-10
USR-10971,Inventario,activated,2025-08-17
USR-10971,Cotizaciones,used_5x,2025-09-30
USR-10971,Reportes financieros,used_10x,2025-09-09
USR-10971,Nómina,used_5x,2025-08-08
USR-10971,Facturación electrónica,activated,2025-08-29
USR-10972,Nómina,used_1x,2025-08-01
USR-10972,Inventario,used_5x,2025-07-14
USR-10972,Facturación electrónica,used_1x,2025-08-27
USR-10972,Centro de costos,used_10x,2025-07-09
USR-10972,Multi-moneda,used_5x,2025-08-05
USR-10972,Reportes financieros,power_user,2025-08-03
USR-10973,Facturación electrónica,activated,2026-01-11
USR-10973,Centro de costos,activated,2026-02-13
USR-10974,Gestión de contactos,used_5x,2025-11-22
USR-10974,Conciliación bancaria,power_user,2025-12-18
USR-10974,Punto de venta,used_10x,2025-12-15
USR-10974,Centro de costos,used_10x,2025-12-19
USR-10974,Cotizaciones,used_10x,2025-11-09
USR-10974,Inventario,activated,2025-11-16
USR-10974,Reportes financieros,activated,2025-11-21
USR-10975,Conciliación bancaria,used_5x,2026-01-22
USR-10975,Inventario,used_10x,2025-11-25
USR-10975,Punto de venta,used_10x,2026-01-04
USR-10976,Punto de venta,activated,2026-01-19
USR-10976,Gestión de contactos,activated,2025-11-28
USR-10976,Reportes financieros,used_5x,2025-12-28
USR-10976,Conciliación bancaria,activated,2026-01-10
USR-10976,Cotizaciones,used_5x,2025-12-03
USR-10977,Inventario,used_5x,2026-01-23
USR-10978,Nómina,activated,2025-08-16
USR-10978,Cotizaciones,activated,2025-09-13
USR-10979,Multi-moneda,activated,2026-01-10
USR-10979,Punto de venta,used_1x,2026-01-20
USR-10979,Facturación electrónica,activated,2025-12-28
USR-10980,Inventario,used_5x,2026-02-24
USR-10980,Nómina,used_1x,2026-02-05
USR-10980,Centro de costos,used_10x,2026-02-20
USR-10980,Multi-moneda,used_5x,2026-01-23
USR-10980,Facturación electrónica,activated,2026-02-02
USR-10981,Facturación electrónica,activated,2025-09-30
USR-10982,Gestión de contactos,activated,2025-12-24
USR-10983,Reportes financieros,used_10x,2025-10-09
USR-10983,Nómina,activated,2025-11-07
USR-10984,Reportes financieros,used_5x,2025-08-16
USR-10984,Facturación electrónica,used_1x,2025-10-05
USR-10984,Inventario,used_5x,2025-09-06
USR-10984,Multi-moneda,activated,2025-08-19
USR-10984,Cotizaciones,used_10x,2025-09-13
USR-10985,Reportes financieros,used_1x,2025-11-01
USR-10985,Facturación electrónica,used_1x,2025-10-06
USR-10985,Punto de venta,used_5x,2025-10-24
USR-10985,Centro de costos,used_5x,2025-09-28
USR-10985,Cotizaciones,used_1x,2025-10-25
USR-10986,Inventario,used_10x,2025-12-29
USR-10986,Punto de venta,used_10x,2026-01-06
USR-10987,Punto de venta,power_user,2025-09-04
USR-10988,Centro de costos,used_1x,2025-10-30
USR-10988,Facturación electrónica,used_5x,2025-10-02
USR-10989,Nómina,used_1x,2026-01-07
USR-10989,Punto de venta,activated,2026-01-30
USR-10990,Gestión de contactos,used_1x,2026-02-01
USR-10990,Reportes financieros,used_5x,2026-01-26
USR-10991,Cotizaciones,activated,2026-02-12
USR-10991,Reportes financieros,power_user,2026-02-12
USR-10991,Gestión de contactos,used_5x,2026-02-11
USR-10991,Facturación electrónica,used_10x,2026-02-20
USR-10991,Nómina,power_user,2026-02-19
USR-10992,Inventario,power_user,2025-10-24
USR-10992,Gestión de contactos,used_1x,2025-10-05
USR-10992,Facturación electrónica,used_1x,2025-10-20
USR-10993,Gestión de contactos,activated,2025-09-15
USR-10993,Nómina,used_5x,2025-09-05
USR-10994,Facturación electrónica,activated,2026-02-28
USR-10994,Conciliación bancaria,activated,2026-02-15
USR-10994,Punto de venta,used_5x,2026-02-27
USR-10994,Centro de costos,power_user,2026-02-21
USR-10994,Cotizaciones,used_10x,2026-03-01
USR-10994,Multi-moneda,power_user,2026-02-10
USR-10994,Inventario,used_5x,2026-02-08
USR-10995,Nómina,used_1x,2025-12-14
USR-10995,Cotizaciones,activated,2025-11-14
USR-10995,Centro de costos,used_5x,2025-10-30
USR-10995,Facturación electrónica,activated,2025-10-26
USR-10996,Multi-moneda,activated,2026-02-14
USR-10996,Gestión de contactos,power_user,2026-01-03
USR-10997,Centro de costos,used_1x,2025-09-27
USR-10997,Gestión de contactos,activated,2025-09-16
USR-10997,Inventario,used_5x,2025-09-14
USR-10998,Multi-moneda,activated,2026-02-27
USR-10998,Centro de costos,power_user,2026-03-01
USR-10998,Gestión de contactos,used_10x,2026-02-28
USR-10998,Nómina,used_5x,2026-02-26
USR-10999,Reportes financieros,used_1x,2026-02-14
USR-10999,Centro de costos,used_1x,2026-02-26
USR-10999,Inventario,power_user,2026-02-21
USR-10999,Nómina,power_user,2026-02-19
USR-11000,Cotizaciones,used_10x,2025-07-27
USR-11000,Gestión de contactos,used_10x,2025-08-09
USR-11000,Conciliación bancaria,used_5x,2025-08-04
USR-11000,Punto de venta,used_5x,2025-07-21
USR-11001,Multi-moneda,used_10x,2025-12-15
USR-11001,Cotizaciones,power_user,2025-12-20
USR-11001,Inventario,power_user,2025-12-08
USR-11002,Multi-moneda,used_1x,2025-10-01
USR-11003,Conciliación bancaria,power_user,2025-12-09
USR-11003,Cotizaciones,used_10x,2025-12-23
USR-11003,Multi-moneda,used_5x,2025-12-13
USR-11004,Cotizaciones,power_user,2025-12-29
USR-11004,Multi-moneda,activated,2025-12-30
USR-11004,Punto de venta,used_1x,2025-12-11
USR-11005,Multi-moneda,used_1x,2025-08-30
USR-11005,Punto de venta,used_1x,2025-07-27
USR-11006,Multi-moneda,activated,2025-09-25
USR-11006,Facturación electrónica,activated,2025-10-13
USR-11006,Cotizaciones,used_1x,2025-10-03
USR-11007,Nómina,power_user,2025-08-26
USR-11007,Punto de venta,used_10x,2025-09-07
USR-11007,Conciliación bancaria,used_10x,2025-08-31
USR-11008,Facturación electrónica,used_1x,2025-11-14
USR-11009,Gestión de contactos,used_5x,2025-08-02
USR-11009,Inventario,used_1x,2025-07-08
USR-11010,Gestión de contactos,power_user,2026-01-22
USR-11010,Multi-moneda,used_10x,2026-01-26
USR-11011,Cotizaciones,activated,2025-12-04
USR-11011,Gestión de contactos,activated,2025-12-04
USR-11012,Cotizaciones,power_user,2025-10-10
USR-11012,Reportes financieros,power_user,2025-09-21
USR-11012,Multi-moneda,used_5x,2025-10-01
USR-11012,Centro de costos,used_1x,2025-10-25
USR-11012,Conciliación bancaria,used_1x,2025-10-02
USR-11012,Gestión de contactos,used_1x,2025-10-23
USR-11013,Inventario,used_10x,2025-10-12
USR-11013,Multi-moneda,activated,2025-11-17
USR-11013,Facturación electrónica,used_1x,2025-11-02
USR-11014,Cotizaciones,used_1x,2025-12-01
USR-11014,Punto de venta,used_5x,2025-10-23
USR-11014,Multi-moneda,used_1x,2025-11-02
USR-11015,Inventario,power_user,2025-07-26
USR-11015,Reportes financieros,used_5x,2025-07-19
USR-11015,Centro de costos,used_10x,2025-08-18
USR-11015,Nómina,used_10x,2025-08-10
USR-11016,Reportes financieros,used_1x,2026-02-16
USR-11016,Conciliación bancaria,used_1x,2026-01-20
USR-11017,Facturación electrónica,used_10x,2025-11-13
USR-11017,Cotizaciones,used_5x,2025-11-08
USR-11017,Inventario,used_1x,2025-11-03
USR-11017,Nómina,activated,2025-09-26
USR-11017,Gestión de contactos,used_1x,2025-10-11
USR-11017,Conciliación bancaria,used_5x,2025-10-12
USR-11017,Punto de venta,activated,2025-09-23
USR-11018,Reportes financieros,used_1x,2026-02-17
USR-11018,Inventario,activated,2026-02-15
USR-11018,Gestión de contactos,used_5x,2026-02-17
USR-11018,Punto de venta,activated,2026-02-07
USR-11018,Cotizaciones,activated,2026-02-27
USR-11019,Cotizaciones,power_user,2026-02-04
USR-11019,Facturación electrónica,activated,2026-02-22
USR-11019,Centro de costos,used_1x,2026-02-16
USR-11020,Gestión de contactos,used_5x,2025-10-09
USR-11020,Facturación electrónica,activated,2025-08-30
USR-11020,Reportes financieros,used_5x,2025-09-16
USR-11020,Punto de venta,activated,2025-10-05
USR-11021,Cotizaciones,used_5x,2025-09-27
USR-11022,Centro de costos,used_5x,2025-11-15
USR-11022,Inventario,activated,2025-10-18
USR-11022,Reportes financieros,used_10x,2025-10-21
USR-11022,Nómina,used_10x,2025-11-27
USR-11023,Gestión de contactos,used_10x,2025-09-08
USR-11023,Conciliación bancaria,activated,2025-11-03
USR-11023,Inventario,activated,2025-11-02
USR-11024,Gestión de contactos,used_5x,2026-01-21
USR-11024,Cotizaciones,activated,2025-12-15
USR-11024,Punto de venta,activated,2026-01-29
USR-11024,Nómina,used_10x,2026-01-08
USR-11024,Conciliación bancaria,used_1x,2025-12-15
USR-11025,Multi-moneda,activated,2025-08-18
USR-11025,Cotizaciones,used_5x,2025-07-06
USR-11025,Punto de venta,used_1x,2025-08-23
USR-11026,Punto de venta,used_10x,2026-02-04
USR-11026,Reportes financieros,used_1x,2026-02-23
USR-11027,Reportes financieros,activated,2025-08-21
USR-11027,Multi-moneda,activated,2025-08-21
USR-11027,Conciliación bancaria,used_10x,2025-08-31
USR-11027,Inventario,activated,2025-08-25
USR-11028,Inventario,used_1x,2025-09-08
USR-11028,Centro de costos,activated,2025-08-31
USR-11029,Multi-moneda,used_5x,2025-12-09
USR-11029,Facturación electrónica,used_1x,2025-11-03
USR-11029,Reportes financieros,used_10x,2025-11-29
USR-11029,Inventario,activated,2025-11-10
USR-11030,Reportes financieros,activated,2025-12-29
USR-11030,Inventario,activated,2025-12-16
USR-11030,Punto de venta,activated,2026-01-20
USR-11030,Cotizaciones,activated,2025-12-08
USR-11031,Centro de costos,used_5x,2025-10-22
USR-11031,Multi-moneda,activated,2025-10-16
USR-11031,Facturación electrónica,activated,2025-10-16
USR-11032,Cotizaciones,power_user,2025-08-06
USR-11032,Multi-moneda,used_10x,2025-08-12
USR-11033,Reportes financieros,used_10x,2025-11-19
USR-11033,Punto de venta,activated,2025-12-17
USR-11034,Gestión de contactos,used_10x,2026-02-06
USR-11034,Reportes financieros,used_5x,2025-12-22
USR-11035,Punto de venta,power_user,2025-12-27
USR-11036,Gestión de contactos,used_1x,2025-11-29
USR-11036,Nómina,used_5x,2025-10-30
USR-11036,Conciliación bancaria,activated,2025-10-07
USR-11036,Facturación electrónica,activated,2025-11-13
USR-11036,Multi-moneda,used_1x,2025-10-26
USR-11037,Centro de costos,used_5x,2026-02-19
USR-11037,Conciliación bancaria,activated,2026-02-20
USR-11038,Centro de costos,used_5x,2026-02-19
USR-11038,Punto de venta,used_5x,2026-01-24
USR-11038,Reportes financieros,used_1x,2026-02-12
USR-11038,Gestión de contactos,used_10x,2026-02-16
USR-11038,Nómina,activated,2026-02-10
USR-11039,Conciliación bancaria,used_5x,2025-08-11
USR-11039,Facturación electrónica,used_1x,2025-09-23
USR-11040,Nómina,used_5x,2026-01-16
USR-11040,Inventario,used_1x,2026-02-03
USR-11041,Multi-moneda,power_user,2025-11-25
USR-11041,Conciliación bancaria,used_1x,2025-10-27
USR-11042,Inventario,used_5x,2025-12-09
USR-11042,Gestión de contactos,used_1x,2025-11-10
USR-11042,Reportes financieros,used_1x,2025-11-13
USR-11042,Punto de venta,activated,2025-12-10
USR-11042,Centro de costos,power_user,2025-11-23
USR-11042,Nómina,used_1x,2025-11-06
USR-11042,Facturación electrónica,used_1x,2025-12-23
USR-11042,Cotizaciones,used_5x,2025-12-30
USR-11042,Multi-moneda,used_10x,2025-12-18
USR-11043,Gestión de contactos,used_10x,2026-02-04
USR-11043,Facturación electrónica,activated,2026-02-05
USR-11044,Cotizaciones,power_user,2025-07-30
USR-11044,Punto de venta,activated,2025-08-22
USR-11044,Conciliación bancaria,activated,2025-08-24
USR-11045,Reportes financieros,activated,2026-02-23
USR-11045,Facturación electrónica,power_user,2026-02-22
USR-11045,Centro de costos,used_1x,2026-03-01
USR-11045,Gestión de contactos,power_user,2026-02-26
USR-11045,Punto de venta,activated,2026-02-22
USR-11045,Multi-moneda,activated,2026-02-26
USR-11045,Nómina,power_user,2026-02-21
USR-11045,Cotizaciones,activated,2026-02-26
USR-11045,Conciliación bancaria,power_user,2026-02-23
USR-11046,Nómina,activated,2026-01-27
USR-11046,Facturación electrónica,activated,2026-01-29
USR-11046,Conciliación bancaria,used_10x,2026-02-14
USR-11046,Multi-moneda,used_5x,2026-01-25
USR-11046,Punto de venta,power_user,2026-02-10
USR-11046,Centro de costos,power_user,2026-01-30
USR-11047,Multi-moneda,used_5x,2026-01-12
USR-11047,Centro de costos,used_10x,2026-01-25
USR-11047,Gestión de contactos,used_1x,2026-02-06
USR-11048,Gestión de contactos,power_user,2025-11-29
USR-11048,Punto de venta,used_10x,2025-10-16
USR-11048,Reportes financieros,activated,2025-10-16
USR-11048,Cotizaciones,activated,2025-12-02
USR-11048,Multi-moneda,used_5x,2025-11-22
USR-11049,Reportes financieros,activated,2026-02-22
USR-11049,Centro de costos,power_user,2026-02-27
USR-11049,Punto de venta,activated,2026-02-27
USR-11049,Inventario,used_1x,2026-02-21
USR-11049,Nómina,power_user,2026-02-22
USR-11050,Punto de venta,used_1x,2025-12-05
USR-11050,Cotizaciones,used_5x,2025-12-13
USR-11050,Reportes financieros,used_1x,2025-12-27
USR-11050,Multi-moneda,used_1x,2025-11-23
USR-11050,Nómina,used_1x,2025-12-13
USR-11050,Gestión de contactos,activated,2025-12-24
USR-11050,Facturación electrónica,activated,2026-01-09
USR-11050,Conciliación bancaria,activated,2025-11-20
USR-11050,Inventario,used_1x,2025-12-09
USR-11050,Centro de costos,power_user,2025-12-08
USR-11051,Nómina,used_1x,2026-01-28
USR-11051,Multi-moneda,activated,2026-02-16
USR-11051,Centro de costos,activated,2026-01-25
USR-11052,Cotizaciones,power_user,2025-10-25
USR-11052,Conciliación bancaria,used_5x,2025-10-13
USR-11052,Punto de venta,used_5x,2025-10-08
USR-11053,Facturación electrónica,used_10x,2026-02-27
USR-11053,Inventario,power_user,2026-02-17
USR-11054,Gestión de contactos,activated,2026-02-27
USR-11054,Conciliación bancaria,activated,2026-02-27
USR-11055,Facturación electrónica,activated,2025-12-31
USR-11055,Punto de venta,used_5x,2025-12-07
USR-11055,Nómina,used_10x,2025-11-18
USR-11055,Multi-moneda,activated,2026-01-14
USR-11055,Cotizaciones,used_5x,2025-11-18
USR-11056,Reportes financieros,used_5x,2025-10-21
USR-11056,Nómina,activated,2025-09-07
USR-11056,Centro de costos,power_user,2025-09-14
USR-11057,Multi-moneda,activated,2025-11-20
USR-11057,Conciliación bancaria,used_1x,2025-12-18
USR-11057,Inventario,used_5x,2025-12-23
USR-11057,Facturación electrónica,activated,2025-11-18
USR-11058,Gestión de contactos,power_user,2026-03-01
USR-11058,Multi-moneda,activated,2026-02-05
USR-11058,Reportes financieros,used_5x,2026-02-10
USR-11058,Facturación electrónica,used_5x,2026-02-15
USR-11058,Conciliación bancaria,used_1x,2026-02-20
USR-11059,Facturación electrónica,used_1x,2025-10-26
USR-11059,Punto de venta,activated,2025-11-08
USR-11060,Centro de costos,activated,2025-10-20
USR-11060,Reportes financieros,used_5x,2025-11-14
USR-11061,Facturación electrónica,used_5x,2025-11-13
USR-11062,Centro de costos,activated,2025-07-26
USR-11062,Reportes financieros,used_1x,2025-07-16
USR-11062,Punto de venta,used_10x,2025-08-10
USR-11062,Facturación electrónica,power_user,2025-07-20
USR-11062,Nómina,used_10x,2025-07-23
USR-11063,Conciliación bancaria,used_1x,2026-01-24
USR-11063,Inventario,power_user,2026-01-25
USR-11063,Nómina,used_1x,2026-01-21
USR-11063,Gestión de contactos,used_10x,2026-02-23
USR-11063,Reportes financieros,activated,2026-02-02
USR-11063,Multi-moneda,used_1x,2026-01-21
USR-11063,Punto de venta,activated,2026-02-08
USR-11064,Conciliación bancaria,used_5x,2025-08-13
USR-11064,Inventario,activated,2025-09-15
USR-11064,Punto de venta,power_user,2025-08-08
USR-11065,Facturación electrónica,used_1x,2025-07-31
USR-11065,Conciliación bancaria,used_1x,2025-08-08
USR-11065,Nómina,used_5x,2025-07-23
USR-11065,Punto de venta,used_5x,2025-09-12
USR-11065,Multi-moneda,used_1x,2025-09-03
USR-11066,Facturación electrónica,used_1x,2026-02-22
USR-11066,Multi-moneda,activated,2026-02-20
USR-11066,Conciliación bancaria,used_5x,2026-02-19
USR-11066,Nómina,activated,2026-01-25
USR-11066,Punto de venta,activated,2026-02-18
USR-11066,Reportes financieros,used_1x,2025-12-27
USR-11066,Cotizaciones,used_5x,2026-01-25
USR-11066,Centro de costos,activated,2026-02-08
USR-11067,Inventario,activated,2025-12-05
USR-11067,Punto de venta,activated,2025-12-06
USR-11067,Multi-moneda,used_1x,2025-12-06
USR-11068,Conciliación bancaria,used_5x,2026-02-07
USR-11068,Punto de venta,activated,2026-02-28
USR-11068,Facturación electrónica,used_5x,2026-02-13
USR-11068,Multi-moneda,used_10x,2026-02-10
USR-11068,Nómina,used_5x,2026-02-21
USR-11068,Gestión de contactos,used_1x,2026-02-10
USR-11069,Cotizaciones,activated,2025-09-04
USR-11070,Gestión de contactos,power_user,2025-07-21
USR-11070,Multi-moneda,used_5x,2025-07-29
USR-11071,Nómina,used_5x,2025-10-05
USR-11071,Gestión de contactos,power_user,2025-09-17
USR-11071,Reportes financieros,used_5x,2025-09-13
USR-11072,Cotizaciones,activated,2025-09-05
USR-11072,Multi-moneda,used_1x,2025-10-07
USR-11072,Inventario,used_10x,2025-10-25
USR-11072,Nómina,used_1x,2025-10-30
USR-11072,Reportes financieros,used_1x,2025-10-20
USR-11072,Facturación electrónica,used_10x,2025-09-04
USR-11072,Centro de costos,used_1x,2025-10-16
USR-11072,Conciliación bancaria,used_1x,2025-09-11
USR-11073,Reportes financieros,used_1x,2025-10-13
USR-11073,Multi-moneda,used_5x,2025-11-08
USR-11073,Facturación electrónica,used_10x,2025-11-15
USR-11073,Punto de venta,activated,2025-10-27
USR-11074,Cotizaciones,used_10x,2025-08-19
USR-11075,Centro de costos,used_5x,2026-02-26
USR-11075,Conciliación bancaria,activated,2026-02-26
USR-11075,Reportes financieros,power_user,2026-01-27
USR-11075,Multi-moneda,used_5x,2026-02-06
USR-11075,Nómina,power_user,2026-01-23
USR-11075,Facturación electrónica,used_5x,2026-02-23
USR-11075,Gestión de contactos,used_5x,2026-02-03
USR-11075,Inventario,activated,2026-02-22
USR-11075,Cotizaciones,used_1x,2026-02-02
USR-11076,Conciliación bancaria,activated,2025-09-23
USR-11076,Centro de costos,power_user,2025-09-13
USR-11076,Punto de venta,used_10x,2025-09-26
USR-11077,Conciliación bancaria,used_10x,2026-01-12
USR-11077,Reportes financieros,power_user,2026-01-24
USR-11077,Multi-moneda,used_5x,2026-01-19
USR-11078,Conciliación bancaria,used_1x,2026-02-28
USR-11078,Punto de venta,activated,2026-02-21
USR-11078,Cotizaciones,power_user,2026-02-24
USR-11079,Inventario,used_1x,2025-11-22
USR-11080,Conciliación bancaria,used_1x,2026-02-04
USR-11081,Punto de venta,activated,2025-11-02
USR-11081,Facturación electrónica,used_10x,2025-11-16
USR-11081,Gestión de contactos,power_user,2025-10-27
USR-11081,Cotizaciones,activated,2025-10-17
USR-11082,Punto de venta,activated,2025-10-02
USR-11083,Cotizaciones,power_user,2025-10-31
USR-11083,Punto de venta,power_user,2025-09-19
USR-11083,Gestión de contactos,used_1x,2025-10-31
USR-11084,Conciliación bancaria,power_user,2025-11-04
USR-11084,Centro de costos,activated,2025-10-10
USR-11085,Reportes financieros,power_user,2026-02-16
USR-11085,Multi-moneda,power_user,2026-02-18
USR-11085,Gestión de contactos,activated,2026-02-08
USR-11085,Facturación electrónica,used_1x,2026-01-27
USR-11085,Cotizaciones,used_10x,2026-02-27
USR-11085,Punto de venta,activated,2026-02-03
USR-11086,Gestión de contactos,activated,2025-12-25
USR-11087,Nómina,used_1x,2025-12-29
USR-11087,Facturación electrónica,activated,2026-02-23
USR-11087,Conciliación bancaria,activated,2026-02-19
USR-11088,Cotizaciones,used_5x,2025-10-06
USR-11088,Facturación electrónica,activated,2025-10-14
USR-11088,Reportes financieros,activated,2025-09-11
USR-11089,Cotizaciones,used_1x,2025-09-06
USR-11089,Conciliación bancaria,activated,2025-09-27
USR-11089,Centro de costos,activated,2025-09-22
USR-11090,Multi-moneda,used_5x,2026-02-14
USR-11090,Conciliación bancaria,activated,2026-02-25
USR-11090,Punto de venta,activated,2026-02-19
USR-11090,Nómina,used_5x,2026-01-28
USR-11090,Cotizaciones,activated,2026-02-09
USR-11091,Punto de venta,used_1x,2026-01-19
USR-11091,Cotizaciones,used_1x,2026-01-22
USR-11091,Centro de costos,power_user,2026-02-21
USR-11092,Punto de venta,activated,2026-01-03
USR-11093,Centro de costos,used_1x,2026-02-27
USR-11093,Inventario,used_10x,2026-02-15
USR-11093,Nómina,power_user,2026-02-26
USR-11094,Inventario,activated,2025-11-10
USR-11094,Multi-moneda,power_user,2025-12-02
USR-11094,Punto de venta,activated,2025-11-06
USR-11094,Nómina,used_10x,2025-11-18
USR-11094,Conciliación bancaria,activated,2025-11-09
USR-11095,Conciliación bancaria,used_5x,2025-12-13
USR-11095,Cotizaciones,activated,2026-01-02
USR-11095,Facturación electrónica,activated,2025-12-16
USR-11095,Punto de venta,activated,2026-01-18
